[22.33s -> 23.67s]  Somebody said,
[18133.68s -> 18138.71s]  Okay. Um, I need like a shitty door. It's like a rickety door
[18138.87s -> 18163.44s]  This might be nice to get the shit out of somebody too. It's an outhouse. Yeah, please wash your oh, hold on
[18163.44s -> 18183.85s]  I got another image. This is a good one. This is a weird question
[18183.85s -> 18188.45s]  Does anybody have any more vampire pictures of me? Like that's a weird question to ask
[18188.89s -> 18215.76s]  Okay, hold on. Do you want safe? All right. Okay. Look at this ready
[18218.85s -> 18241.25s]  Yeah, turn the stream off dude, but we're probably getting close once we start doing shit like this
[18246.47s -> 18250.15s]  God all right that one hat that's going it. I don't this this is
[18250.71s -> 18255.96s]  Why would why do you have this? Why do you have this already? Like why do you own this?
[18255.96s -> 18258.08s]  I don't know. I can't understand why you would own this image
[18258.44s -> 18274.37s]  The question is does is this what goes on top of the door or is this go in the room, too?
[18274.69s -> 18297.12s]  I'll let you see in a second. Is this this is like an advertisement for like who's in here
[18297.12s -> 18312.95s]  I want to put like a big floodlight on that. Oh, jeez. Hold on
[18312.95s -> 18316.35s]  All right. Let me add one more and this is not turning into the saw house again
[18316.35s -> 18322.89s]  But like this is just too much. How is this? I can't believe this is a real person's face
[18322.89s -> 18338.03s]  I honestly don't understand. This is a real human being no spoilers
[18348.36s -> 18357.56s]  You know, honestly though, I'll be honest I've come to terms over the years with
[18358.24s -> 18364.70s]  Just how truly fucking strange my face can look sometimes and it's I just it's funny
[18364.70s -> 18396.50s]  I don't even care. The question is where does this one go that it's not even if it's not even me. Yeah
[18399.39s -> 18404.67s]  Alright, I think I'm done. I think I'm done. I think we've gone. We've gone a little bit too far
[18404.67s -> 18410.37s]  Uh, I think I'm done and that was really I don't know. I wanted I want the before-and-after pictures
[18410.37s -> 18427.72s]  Oh shit, I forgot about this. Hold on. I want the before-and-after photos. We'll make sure to move your office here
[18430.24s -> 18435.87s]  Do one final tour. Okay, welcome and we maybe we're not done
[18436.23s -> 18449.33s]  I'll make sure I'll move my office here. Wait, don't forget about the garden. Don't forget about the full send spongebob laugh. Okay
[18454.18s -> 18487.16s]  It's I can't do it. Should these be in the room here? I didn't like that at all
[18487.16s -> 18504.89s]  I find me somebody that did what about the animal customers? Alright, let's get some animal customers in here
[18519.16s -> 18537.84s]  Where are they? Where are they?
[18537.84s -> 18542.00s]  Arming well, how did I find it before? Oh, wait, wait, wait. I think it's actually from a different menu
[18542.00s -> 18553.33s]  I think I have to do it from the laptop. Yeah. All right. I gotta move my office
[18553.33s -> 18560.30s]  Let me save this and we're gonna go back to my office. So back to the office save the progress
[18560.38s -> 18578.01s]  Could I've done from that menu? Oh shit. I thought I had to use I thought I had to pick up the laptop and move it
[18578.01s -> 18602.42s]  There so could I have actually just gone there? Oh shit. I own this the option was immediately beneath what you clicked
[18602.42s -> 18633.33s]  Yeah, but when you have tunnel vision like I do sometimes it's burning. All right. Well, let's see how that's going
[18633.33s -> 18648.91s]  Mr. Grabs room in development by the way, so we just have
[18649.43s -> 18732.00s]  Animal customers. I just want to see what I'm just curious. Okay. I don't even know if I can do this. What?
[18733.08s -> 18774.24s]  Why can't I move? Oh, look at the little pig you guys want to see? All right, follow me. Take a look at this place
[18774.36s -> 18836.96s]  All right. I'm ready. Here's a carrot. No, these are spongebob characters. That's Squidward. Oh, wait, hold on. What about the pig?
[18837.04s -> 18866.34s]  This is cute. I like this. What's wrong? Are you okay? Are you good?
[18866.38s -> 18883.58s]  Doesn't need anything and there are other there's other animals out here. Oh, hi. Hello. What is that?
[18883.58s -> 18898.27s]  What what animals making that sound by the way? No one's gonna eat here
[18903.15s -> 18905.15s]  You okay?
[18905.39s -> 18918.46s]  Be in this room the health department is gonna be pissed. Oh, can I put like feeding troughs in here?
[18918.62s -> 18933.20s]  Don't go in the vampire room though. It's not safe in there. Okay, I need
[18935.02s -> 18944.22s]  Where do I buy food? Oh, no animal care. It's right here. Okay
[18944.38s -> 18949.98s]  Okay
[18949.98s -> 18956.33s]  Imagine going to a place to like a restaurant and there was just like cow and pig feeding troughs inside
[18957.17s -> 18971.57s]  It's a salad bar. Yeah, that's true. I need water
[18973.90s -> 19010.94s]  Hmm. Oh, okay. They're eating. Okay. They're eating. They're eating. You just ate the whole thing. What? Oh, no, the secret formula
[19011.42s -> 19038.06s]  It's pig slough. Oh, wait, the big ones coming in. I only need some water like a watering thing
[19038.14s -> 19068.90s]  Here we go. All right, things are going good. Why are they farm animals in this? I'm so lost
[19068.90s -> 19075.99s]  Um, this is a new update and we're just literally playing it for the first time right now not the last like five and a half hours
[19085.88s -> 19115.09s]  What is that animal? Is it you I'll pack is really do just look like spore characters. Is it good? Oh you eat grass
[19115.09s -> 19140.20s]  Oh
[19140.20s -> 19150.30s]  Where'd it go? Okay. All right, that's it
[19150.30s -> 19163.56s]  I could get some more animals, but I don't think I I think I'm gonna call it you get a bunch of spiders
[19163.56s -> 19193.66s]  Oh my god, I can sleep here you
[19202.40s -> 19203.72s]  the way
[19203.72s -> 19218.92s]  Okay. Well, um, how do I get the before-and-after photos?
[19218.92s -> 19226.30s]  I think I have to sell the house, but I don't know if I want to sell this one
[19226.30s -> 19253.30s]  This one's too special to me. All right, follow me, please and you buy a duplicate. Um, you actually might be able to
[19253.82s -> 19274.52s]  Alright, it is my office now. Oh my god. There's a move button. Alright, I think that's it. That was a lot of fun
[19274.60s -> 19277.92s]  I'll probably play this again, but we'll actually make a farm next time
[19278.42s -> 19292.10s]  And not crusty crab just gonna hang out and play for a little while make the chum bucket next
[19299.65s -> 19312.19s]  Now thanks for hanging out I'll give one final tour those that didn't get to see every room we're gonna start
[19313.19s -> 19324.14s]  All right. It's time. How do I move move? What? Oh, this is not right
[19326.78s -> 19362.13s]  Something's not right. What are the horse? Where's the horse? Huh? Where's my horse upstairs? Maybe. All right, let's do the tour
[19362.41s -> 19366.82s]  Welcome to the Krusty Krab. I have we make our own fresh ingredients here
[19369.70s -> 19374.10s]  Apparently we don't because there's nothing's been planted in months. I guess but never mind
[19374.62s -> 19385.20s]  Here's the front door. I got a nice glass over here a nice. Well, there was supposed to be glass over there
[19385.74s -> 19401.62s]  Yeah, I don't don't mind the pigs and the cows and the animals and stuff. They're just hanging out. You can come in
[19402.14s -> 19404.66s]  Alright, so here's the Krusty Krab
[19404.66s -> 19407.15s]  Pretty good. I added some
[19407.67s -> 19414.74s]  Extra stuff and take it right here. See please wash your fins
[19419.06s -> 19423.31s]  bathroom
[19423.31s -> 19428.84s]  This is a secret exit which goes to the roof just in case you need to use it
[19429.20s -> 19442.32s]  He's the bathroom. There are no sinks in the bathroom. That's unfortunate. I'll fix that next time
[19442.92s -> 19460.78s]  Here is spongebob's room a shot-for-shot remake and put some stuff here in there. This is mr. Krabs office
[19461.18s -> 19475.30s]  The work in progress. Oh and of course the the vampire room
[19476.02s -> 19478.38s]  Or the from software room, whatever one you want to call it
[19479.10s -> 19524.62s]  Beautiful square pool pretty nice. What was that? That's shit. What is that animal? I swear
[19524.90s -> 19535.94s]  Okay, so there's that and then there's the upstairs which is the living quarters. Very cool
[19536.34s -> 19542.68s]  This still needs to be moved into I'm thinking of a big flat-screen television right here
[19543.12s -> 19548.66s]  Nice bath, maybe a little maybe upgrade the bath a little
[19549.18s -> 19554.49s]  Could be a little
[19554.73s -> 19584.46s]  Yoga studio, but you're very well behaved. You're very nice. You want some dress the horse
[19584.46s -> 19596.92s]  I don't know where the horse is horse is fine
[19597.72s -> 19627.69s]  Horse is not fine. Oh, no, you're good. All right, everybody's doing good. I'm gonna save it and I'm gonna call it
[19628.91s -> 19631.34s]  so I mentioned that I
[19631.38s -> 19639.36s]  Was probably gonna take a little bit of a break but not really
[19640.93s -> 19647.54s]  Wednesday this coming week stir and I are gonna play some games but besides Wednesday, I don't really have a plan
[19648.02s -> 19657.73s]  So Wednesday, we're gonna play hanging out stir and I and then maybe another stream later this coming week
[19658.21s -> 19660.94s]  but I
[19660.94s -> 19663.18s]  Only and I are gonna take a little bit of a break
[19663.38s -> 19669.48s]  Been doing a lot of grotto be stuff and we're
[19670.04s -> 19672.72s]  Incredibly happy that a lot of people have been getting their stuff
[19672.72s -> 19683.29s]  But a lot of work to do still up until I want to say a day or two ago
[19683.45s -> 19687.07s]  That's really kind of where I was for four or five straight days of off stream
[19687.59s -> 19696.23s]  When all the grotto be stuff, but I think I think we need to take a little bit of time together
[19696.87s -> 19708.72s]  But I'll see you Wednesday after Wednesday, maybe this weekend. It scares me every it actually scares me every time
[19709.06s -> 19716.96s]  But break as in there's only gonna be like one or two streams over the next week or so
[19717.44s -> 19727.22s]  Yeah, thanks for watching. This was fun. Pretty great update. I'm glad you can actually finally build a house
[19730.34s -> 19733.26s]  Adding additions to houses was always something I begged for
[19734.18s -> 19739.53s]  Five years ago, but you can finally build a house from the bottom up
[19740.01s -> 19746.85s]  But that's a huge deal. Can you please pet the baby pig? Yes
[19747.37s -> 19753.05s]  Come here find truffles
[19753.49s -> 19788.49s]  Did you find one? It's kind of looks like Otto with no hair. Have a tomato
[19796.76s -> 19807.32s]  You don't have to find any truffles. You can just relax. I love I can why you want to go in there so bad
[19807.58s -> 19822.01s]  What if what's in there? What are the wait aren't the ingredients to a Krabby Patty?
[19822.17s -> 19843.22s]  It's not meat right then it's something else. This is just fish crab. That's crab meat. It's a secret
[19843.22s -> 19856.06s]  Oh, it's human meat. It's veggie meat. I don't think anybody knows. All right. I'll see you guys on Wednesday
[19856.10s -> 19862.79s]  I'm gonna I'll hit up stir and see um exactly what we want to do
[19863.19s -> 19866.03s]  He mentioned he wanted to play orks must die free
[19866.47s -> 19874.92s]  So it might be a gamer stream on Wednesday. We also need to watch him play five nights at Freddy's
[19877.52s -> 19886.24s]  Imagining that will probably be part of that stream too. We'll see
[19891.66s -> 19894.20s]  This music was actually pretty relaxing. It was this is Gran Turismo
[19894.98s -> 19902.16s]  Gran Turismo
[19902.16s -> 19906.20s]  Okay, wait, let me make sure I save this
[19910.08s -> 19927.69s]  Yeah, it's safe. All right, and the music I did not forget the music
[19941.39s -> 19942.87s]  There it is
[19942.87s -> 19957.32s]  Yeah, also by the way, just to remind everybody one more time the limited items are about to leave the store in
[19960.67s -> 19968.07s]  15 20 minutes for grotto beasts. Yeah in about 10 minutes 10 20 at 11 59
[19968.07s -> 19976.15s]  The limited stuff is going off the store specific. That is the glow-in-the-dark
[19976.87s -> 19978.11s]  apparel
[19978.11s -> 19981.63s]  That's the original 40 grotto beasts and all the posters
[19982.23s -> 19983.51s]  jiggleberry
[19983.51s -> 19992.36s]  thoraxos and glue man those are all going off and I think the hats are going off too
[19992.36s -> 19996.96s]  the cards are still there though and we uh
[19997.72s -> 20005.86s]  For those of you that are still waiting for shipping updates, we are working on that right now for those of you that don't know
[20007.02s -> 20013.25s]  some of the early orders had some kind of issue a ton of orders have already gone out a
[20014.81s -> 20019.25s]  Massive amount of orders have been shipped and people have got it and we've seen a lot of really cool
[20020.01s -> 20022.89s]  Openings and unboxings and we're just really happy that people like it
[20023.05s -> 20028.19s]  But we want to make sure that the people that are still waiting for a shipping update
[20028.65s -> 20033.05s]  That they actually get as of tomorrow morning. We're meeting with represent
[20033.17s -> 20038.68s]  So we're gonna be talking about it trying to figure out a game plan, but it looks like it looks like they're gonna be
[20040.00s -> 20044.60s]  Starting to really go back and take a look at all those so we're working on it
[20044.60s -> 20048.00s]  We are those of you that are still waiting
[20048.00s -> 20055.78s]  The regular grotto be shirts are still up and they are staying there
[20056.04s -> 20061.62s]  Yes, like the logo shirt logo hoodie and obviously the cards
[20061.88s -> 20067.64s]  Yeah, the starter kit and the cards are all gonna be there
[20067.68s -> 20072.10s]  I will tell you the starter kits are not going to see a reprint
[20072.30s -> 20082.58s]  The plan is not to do a second print of the starter kit and it's still inventory
[20083.02s -> 20092.31s]  But that's something that is not going to see a reprint and we likely depending on how it all goes
[20092.75s -> 20095.43s]  We did a second print of the boosters already
[20095.99s -> 20100.24s]  So we'll see how that goes. We'll see how much inventory we have and
[20100.96s -> 20107.93s]  Make some decisions as that goes forward. Yeah, just want to give you some updates
[20108.53s -> 20113.93s]  What about a second edition?
[20113.93s -> 20123.52s]  What about the uncrusty grotto beast ad? Yep. I would expect that in the next few days
[20123.90s -> 20132.03s]  Yeah, just know that if you are still waiting if you had a March estimated ship
[20133.88s -> 20135.88s]  We are actively actively working on it
[20136.16s -> 20140.54s]  And thankfully it's it doesn't seem like it's a very large amount of people
[20140.90s -> 20144.94s]  But it's still even if it's a smaller percentage of all the orders or whatever it is
[20145.50s -> 20150.60s]  Wait, I don't we don't want that right? So we're trying to actively figure out how to fix it
[20151.24s -> 20169.46s]  Yes, the non glow-in-the-dark stuff is staying but the art prints are about to go away. Yes, Holly
[20169.46s -> 20172.21s]  Do I have that right? Is the non glow-in-the-dark?
[20172.61s -> 20185.28s]  What are you staying or both of those going? Okay, so it the non glow-in-the-dark is staying
[20185.40s -> 20187.32s]  so the one with the
[20187.32s -> 20194.79s]  With the ghost on it. Yeah regular ink is staying logo staying and the cards everything else is going
[20194.79s -> 20209.76s]  Is the glow-in-the-dark gonna be gone forever? We don't have a plan to bring it back, but I don't know
[20210.08s -> 20215.91s]  I don't we're just trying to get through this first period to make sure everybody gets their cards. Everybody's happy
[20216.21s -> 20235.86s]  That's priority number one right now. And with that we'll see you Wednesday
[20236.26s -> 20240.64s]  We probably won't bring it back because with the as limited as some of the stuff is
[20241.52s -> 20245.92s]  the cards we have inventory and
[20246.68s -> 20248.68s]  one inventories gone, that's
[20249.36s -> 20253.21s]  It's especially the starter kits. We're not doing a second print on those
[20253.77s -> 20256.78s]  Well, the music didn't get looped
[20257.88s -> 20265.52s]  Stupid and idiot loop the music next time people are counting on you to play it
[20266.32s -> 20275.31s]  What's my favorite color? My favorite color was the color of the pool
[20276.47s -> 20290.52s]  That I built and house flipper. Alright, see you guys later. See you Wednesday. Take care of yourselves. Have a great night. Call your mother
[20291.04s -> 20293.04s]  season
